CCL	Drug	AUC
CCL_973	Drug_4	0.4331
CCL_973	Drug_5	0.488
CCL_973	Drug_6	0.6033
CCL_973	Drug_7	0.7518
CCL_973	Drug_8	0.7889
CCL_973	Drug_9	0.1861
CCL_973	Drug_10	0.8155
CCL_973	Drug_17	0.8343
CCL_973	Drug_12	0.8361
CCL_973	Drug_13	0.8061
CCL_973	Drug_14	0.5124
CCL_973	Drug_15	0.9253
CCL_973	Drug_16	0.9652
CCL_973	Drug_18	0.5197
CCL_973	Drug_19	0.8819
CCL_973	Drug_20	0.9544
CCL_973	Drug_21	0.8238
CCL_973	Drug_22	1.0
CCL_973	Drug_23	0.7141
CCL_973	Drug_24	0.8187
CCL_975	Drug_11	0.9047
CCL_975	Drug_1	0.8723
CCL_975	Drug_2	0.4942
CCL_975	Drug_3	0.9747
CCL_975	Drug_5	0.4948
CCL_975	Drug_6	0.9519
CCL_975	Drug_7	0.9574
CCL_975	Drug_8	0.9581
CCL_975	Drug_9	0.4142
CCL_975	Drug_10	0.9944
CCL_975	Drug_17	0.9476
CCL_975	Drug_12	0.85
CCL_975	Drug_13	0.8446
CCL_975	Drug_14	0.9582
CCL_975	Drug_15	0.8602
CCL_975	Drug_16	0.9427
CCL_975	Drug_18	0.6637
CCL_975	Drug_19	0.8446
CCL_975	Drug_20	0.9793
CCL_975	Drug_21	0.98
CCL_975	Drug_22	0.9218
CCL_975	Drug_23	0.9919
CCL_975	Drug_24	0.9884
CCL_976	Drug_11	0.9373
CCL_976	Drug_1	0.9259
CCL_976	Drug_2	0.5976
CCL_976	Drug_3	0.9741
CCL_976	Drug_5	0.8326
CCL_976	Drug_6	0.7912
CCL_976	Drug_7	0.8423
CCL_976	Drug_8	0.9024
CCL_976	Drug_9	0.3756
CCL_976	Drug_10	1.0
CCL_976	Drug_17	0.8021
CCL_976	Drug_12	0.8701
CCL_976	Drug_13	0.7081
CCL_976	Drug_14	0.8615
CCL_976	Drug_15	0.7665
CCL_976	Drug_16	0.8869
CCL_976	Drug_18	0.6095
CCL_976	Drug_19	0.8946
CCL_976	Drug_20	0.7919
CCL_976	Drug_21	0.8575
CCL_976	Drug_22	0.8542
CCL_976	Drug_23	0.8253
CCL_976	Drug_24	0.8208
CCL_978	Drug_11	0.7683
CCL_978	Drug_1	0.8061
CCL_978	Drug_2	0.5478
CCL_978	Drug_3	0.8472
CCL_978	Drug_4	0.6282
CCL_978	Drug_5	0.6135
CCL_978	Drug_6	0.8220000000000001
CCL_978	Drug_7	0.7121
CCL_978	Drug_8	0.8918
CCL_978	Drug_9	0.5517
CCL_978	Drug_10	0.767
CCL_978	Drug_17	0.8306
CCL_978	Drug_12	0.8372
CCL_978	Drug_13	0.7561
CCL_978	Drug_14	0.8655
CCL_978	Drug_15	0.8516
CCL_978	Drug_16	0.9704
CCL_978	Drug_18	0.6957
CCL_978	Drug_19	0.8757
CCL_978	Drug_20	0.971
CCL_978	Drug_21	0.9071
CCL_978	Drug_22	0.8190000000000001
CCL_978	Drug_23	0.8229
CCL_978	Drug_24	0.8927
CCL_979	Drug_11	0.8818
CCL_979	Drug_1	0.9343
CCL_979	Drug_2	0.477
CCL_979	Drug_3	0.9625
CCL_979	Drug_4	0.6299
CCL_979	Drug_5	0.6978
CCL_979	Drug_6	0.9819
CCL_979	Drug_7	0.8386
CCL_979	Drug_8	0.9435
CCL_979	Drug_9	0.4196
CCL_979	Drug_10	0.9086
CCL_979	Drug_17	0.8532
CCL_979	Drug_12	0.8516
CCL_979	Drug_13	0.8203
CCL_979	Drug_14	0.757
CCL_979	Drug_15	0.8583
CCL_979	Drug_16	0.9453
CCL_979	Drug_18	0.6419
CCL_979	Drug_19	0.9741
CCL_979	Drug_20	0.8965
CCL_979	Drug_21	0.9344
CCL_979	Drug_22	0.8572
CCL_979	Drug_23	0.8187
CCL_979	Drug_24	0.8672
CCL_980	Drug_11	0.7474
CCL_980	Drug_1	0.7904
CCL_980	Drug_2	0.4627
CCL_980	Drug_3	0.878
CCL_980	Drug_5	0.5923
CCL_980	Drug_6	0.9098
CCL_980	Drug_7	0.5501
CCL_980	Drug_8	0.8944
CCL_980	Drug_9	0.4428
CCL_980	Drug_10	0.6533
CCL_980	Drug_12	0.7020000000000001
CCL_980	Drug_13	0.7226
CCL_980	Drug_14	0.7585
CCL_980	Drug_15	0.8518
CCL_980	Drug_16	0.8308
CCL_980	Drug_18	0.4984
CCL_980	Drug_19	0.8113
CCL_980	Drug_20	0.8528
CCL_980	Drug_21	0.9604
CCL_980	Drug_22	0.753
CCL_980	Drug_23	0.8248
CCL_980	Drug_24	0.8999
CCL_982	Drug_11	0.7490000000000001
CCL_982	Drug_1	0.8542
CCL_982	Drug_2	0.5066
CCL_982	Drug_3	0.8668
CCL_982	Drug_5	0.4945
CCL_982	Drug_6	0.909
CCL_982	Drug_7	0.7894
CCL_982	Drug_9	0.568
CCL_982	Drug_10	0.8178
CCL_982	Drug_12	0.907
CCL_982	Drug_14	0.741
CCL_982	Drug_15	0.787
CCL_982	Drug_16	0.8872
CCL_982	Drug_18	0.7299
CCL_982	Drug_19	0.9081
CCL_982	Drug_20	0.9357
CCL_982	Drug_21	0.8423
CCL_982	Drug_22	0.8858
CCL_982	Drug_23	0.8927
CCL_982	Drug_24	0.9261
CCL_985	Drug_11	0.8628
CCL_985	Drug_1	0.9054
CCL_985	Drug_2	0.5578
CCL_985	Drug_3	0.8516
CCL_985	Drug_5	0.532
CCL_985	Drug_6	0.8602
CCL_985	Drug_7	0.6486
CCL_985	Drug_8	0.8873
CCL_985	Drug_9	0.4699
CCL_985	Drug_10	0.7508
CCL_985	Drug_17	0.8143
CCL_985	Drug_12	0.8861
CCL_985	Drug_13	0.7353
CCL_985	Drug_14	0.7475
CCL_985	Drug_15	0.8545
CCL_985	Drug_16	0.8503
CCL_985	Drug_18	0.552
CCL_985	Drug_19	0.9794
CCL_985	Drug_20	0.8498
CCL_985	Drug_21	0.8063
CCL_985	Drug_22	0.7967
CCL_985	Drug_23	0.8432
CCL_985	Drug_24	0.8716
CCL_986	Drug_11	0.6999
CCL_986	Drug_1	0.8492
CCL_986	Drug_2	0.4229
CCL_986	Drug_3	0.9653
CCL_986	Drug_4	0.5537
CCL_986	Drug_5	0.4779
CCL_986	Drug_6	0.9266
CCL_986	Drug_7	0.4662
CCL_986	Drug_8	0.8235
CCL_986	Drug_9	0.3724
CCL_986	Drug_10	0.5756
CCL_986	Drug_17	0.855
CCL_986	Drug_12	1.0
CCL_986	Drug_13	0.8066
CCL_986	Drug_14	0.7075
CCL_986	Drug_15	0.8216
CCL_986	Drug_16	0.8383
CCL_986	Drug_18	0.5116
CCL_986	Drug_19	0.8390000000000001
CCL_986	Drug_20	0.7432
CCL_986	Drug_21	0.9699
CCL_986	Drug_22	0.8738
CCL_986	Drug_23	0.8045
CCL_986	Drug_24	0.9177
CCL_988	Drug_11	0.6983
CCL_988	Drug_1	0.6097
CCL_988	Drug_2	0.4726
CCL_988	Drug_3	0.9654
CCL_988	Drug_4	0.5153
CCL_988	Drug_5	0.5473
CCL_988	Drug_6	0.9471
CCL_988	Drug_7	0.3926
CCL_988	Drug_8	0.7712
CCL_988	Drug_9	0.3162
CCL_988	Drug_10	0.4444
CCL_988	Drug_17	0.8317
CCL_988	Drug_12	0.972
CCL_988	Drug_13	0.8116
CCL_988	Drug_14	0.598
CCL_988	Drug_15	0.7421
CCL_988	Drug_16	0.6879
CCL_988	Drug_18	0.3902
CCL_988	Drug_19	0.9843
CCL_988	Drug_20	0.6888
CCL_988	Drug_21	0.8819
CCL_988	Drug_22	0.8347
CCL_988	Drug_23	0.7859
CCL_988	Drug_24	0.7929999999999999
CCL_987	Drug_11	0.7882
CCL_987	Drug_1	0.8849
CCL_987	Drug_2	0.465
CCL_987	Drug_3	0.816
CCL_987	Drug_4	0.5995
CCL_987	Drug_5	0.5583
CCL_987	Drug_6	0.9665
CCL_987	Drug_7	0.6067
CCL_987	Drug_8	0.9582
CCL_987	Drug_9	0.5339
CCL_987	Drug_10	0.7240000000000001
CCL_987	Drug_17	0.9746
CCL_987	Drug_12	0.9852
CCL_987	Drug_13	0.735
CCL_987	Drug_14	0.7767
CCL_987	Drug_15	0.9033
CCL_987	Drug_16	0.9756
CCL_987	Drug_18	0.6545
CCL_987	Drug_19	1.0
CCL_987	Drug_20	0.8907
CCL_987	Drug_21	0.908
CCL_987	Drug_22	0.9251
CCL_987	Drug_23	0.8158
CCL_987	Drug_24	0.986
CCL_989	Drug_11	0.8841
CCL_989	Drug_1	0.7616
CCL_989	Drug_2	0.4757
CCL_989	Drug_3	0.7488
CCL_989	Drug_4	0.5741
CCL_989	Drug_5	0.5881
CCL_989	Drug_6	0.8731
CCL_989	Drug_7	0.767
CCL_989	Drug_8	0.9098
CCL_989	Drug_9	0.399
CCL_989	Drug_10	0.8516
CCL_989	Drug_17	0.8073
CCL_989	Drug_12	0.9077
CCL_989	Drug_13	0.7114
CCL_989	Drug_14	0.7647
CCL_989	Drug_15	0.6756
CCL_989	Drug_16	0.823
CCL_989	Drug_18	0.4676
CCL_989	Drug_19	0.8532
CCL_989	Drug_20	0.8422
CCL_989	Drug_21	0.8713
CCL_989	Drug_22	0.7583
CCL_989	Drug_23	0.8245
CCL_989	Drug_24	0.9966
CCL_990	Drug_11	0.7456
CCL_990	Drug_1	0.7966
CCL_990	Drug_2	0.4421
CCL_990	Drug_3	0.8325
CCL_990	Drug_4	0.5518
CCL_990	Drug_5	0.5744
CCL_990	Drug_6	0.9563
CCL_990	Drug_7	0.4535
CCL_990	Drug_8	0.804
CCL_990	Drug_9	0.3512
CCL_990	Drug_10	0.5497
CCL_990	Drug_17	0.9129
CCL_990	Drug_12	0.9654
CCL_990	Drug_13	0.75
CCL_990	Drug_14	0.6940000000000001
CCL_990	Drug_15	0.7921
CCL_990	Drug_16	0.8571
CCL_990	Drug_18	0.4459
CCL_990	Drug_19	0.9533
CCL_990	Drug_20	0.9157
CCL_990	Drug_21	0.9084
CCL_990	Drug_22	0.9355
CCL_990	Drug_23	0.7804
CCL_990	Drug_24	0.9481
CCL_991	Drug_11	0.7677
CCL_991	Drug_1	0.8447
CCL_991	Drug_2	0.5222
CCL_991	Drug_3	0.985
CCL_991	Drug_4	0.6073
CCL_991	Drug_5	0.6765
CCL_991	Drug_6	0.8877
CCL_991	Drug_7	0.6184
CCL_991	Drug_8	0.8133
CCL_991	Drug_9	0.3154
CCL_991	Drug_10	0.7319
CCL_991	Drug_17	0.8607
CCL_991	Drug_12	0.8908
CCL_991	Drug_13	0.7938
CCL_991	Drug_14	0.7497
CCL_991	Drug_15	0.7653
CCL_991	Drug_16	0.8601
CCL_991	Drug_18	0.5693
CCL_991	Drug_19	0.8806
CCL_991	Drug_20	0.8474
CCL_991	Drug_21	0.9177
CCL_991	Drug_22	0.8569
CCL_991	Drug_23	0.8238
CCL_991	Drug_24	0.8516
CCL_993	Drug_11	0.8925
CCL_993	Drug_1	0.942
CCL_993	Drug_2	0.6852
CCL_993	Drug_3	0.8994
CCL_993	Drug_5	0.8053
CCL_993	Drug_6	0.8434
CCL_993	Drug_7	0.7969
CCL_993	Drug_8	0.8991
CCL_993	Drug_9	0.4537
CCL_993	Drug_10	0.9491
CCL_993	Drug_17	0.9493
CCL_993	Drug_12	0.9652
CCL_993	Drug_13	0.8201
CCL_993	Drug_14	0.8532
CCL_993	Drug_15	0.9527
CCL_993	Drug_16	0.9438
CCL_993	Drug_18	0.688
CCL_993	Drug_19	0.9521
CCL_993	Drug_20	0.8325
CCL_993	Drug_21	0.8569
CCL_993	Drug_22	0.8821
CCL_993	Drug_23	0.9481
CCL_993	Drug_24	0.9857
CCL_997	Drug_11	0.8408
CCL_997	Drug_1	0.8622
CCL_997	Drug_2	0.4893
CCL_997	Drug_3	0.8361
CCL_997	Drug_4	0.5207
CCL_997	Drug_5	0.5723
CCL_997	Drug_6	0.9105
CCL_997	Drug_7	0.7351
CCL_997	Drug_8	0.9601
CCL_997	Drug_9	0.3735
CCL_997	Drug_10	0.8093
CCL_997	Drug_17	0.8553
CCL_997	Drug_12	0.8575
CCL_997	Drug_13	0.6735
CCL_997	Drug_14	0.7605
CCL_997	Drug_15	0.7439
CCL_997	Drug_16	0.8123
CCL_997	Drug_18	0.5974
CCL_997	Drug_19	0.9314
CCL_997	Drug_20	0.9356
CCL_997	Drug_21	0.9458
CCL_997	Drug_22	0.8013
CCL_997	Drug_23	0.8592
CCL_997	Drug_24	0.883
CCL_998	Drug_11	0.8648
CCL_998	Drug_1	0.7904
CCL_998	Drug_2	0.5306
CCL_998	Drug_3	0.9889
CCL_998	Drug_4	0.7502
CCL_998	Drug_5	0.8212
CCL_998	Drug_6	0.8073
CCL_998	Drug_7	0.7031
CCL_998	Drug_8	0.9181
CCL_998	Drug_9	0.4395
CCL_998	Drug_10	0.7705
CCL_998	Drug_17	0.9661
CCL_998	Drug_12	0.957
CCL_998	Drug_13	0.7687
CCL_998	Drug_14	0.8586
CCL_998	Drug_15	0.8179
CCL_998	Drug_16	0.8505
CCL_998	Drug_18	0.4425
CCL_998	Drug_19	0.8464
CCL_998	Drug_20	0.8701
CCL_998	Drug_21	0.9301
CCL_998	Drug_22	0.9102
CCL_998	Drug_23	0.9223
CCL_998	Drug_24	1.0
CCL_1000	Drug_11	0.843
CCL_1000	Drug_1	0.9248
CCL_1000	Drug_2	0.494
CCL_1000	Drug_3	0.9505
CCL_1000	Drug_5	0.7294
CCL_1000	Drug_6	0.9169
CCL_1000	Drug_7	0.9929
CCL_1000	Drug_8	0.8971
CCL_1000	Drug_9	0.6377
CCL_1000	Drug_10	0.9367
CCL_1000	Drug_17	0.8172
CCL_1000	Drug_12	0.9713
CCL_1000	Drug_13	0.7774
CCL_1000	Drug_14	0.8317
CCL_1000	Drug_15	0.8317
CCL_1000	Drug_16	0.9281
CCL_1000	Drug_18	0.7808
CCL_1000	Drug_19	0.8423
CCL_1000	Drug_20	0.9099
CCL_1000	Drug_21	0.9137
CCL_1000	Drug_22	0.8239
CCL_1000	Drug_23	0.9301
CCL_1000	Drug_24	0.8223
CCL_1001	Drug_11	0.815
CCL_1001	Drug_1	0.7429
CCL_1001	Drug_2	0.5403
CCL_1001	Drug_3	0.957
CCL_1001	Drug_4	0.7826
CCL_1001	Drug_5	0.789
CCL_1001	Drug_6	0.9739
CCL_1001	Drug_7	0.7163
CCL_1001	Drug_8	0.8245
CCL_1001	Drug_9	0.5155
CCL_1001	Drug_10	0.7747
CCL_1001	Drug_17	0.9225
CCL_1001	Drug_12	0.9077
CCL_1001	Drug_13	0.825
CCL_1001	Drug_14	0.7823
CCL_1001	Drug_15	0.9987
CCL_1001	Drug_16	0.8923
CCL_1001	Drug_18	0.7145
CCL_1001	Drug_19	0.9286
CCL_1001	Drug_20	0.9644
CCL_1001	Drug_21	0.8943
CCL_1001	Drug_22	0.8368
CCL_1001	Drug_23	0.8099
CCL_1001	Drug_24	0.9608
CCL_1002	Drug_11	0.7922
CCL_1002	Drug_1	0.7853
CCL_1002	Drug_2	0.5582
CCL_1002	Drug_3	0.8332
CCL_1002	Drug_4	0.7712
CCL_1002	Drug_5	0.7423
CCL_1002	Drug_6	0.9821
CCL_1002	Drug_7	0.9697
CCL_1002	Drug_8	0.9395
CCL_1002	Drug_9	0.377
CCL_1002	Drug_10	0.9729
CCL_1002	Drug_17	0.8481
CCL_1002	Drug_12	0.8291
CCL_1002	Drug_13	0.7642
CCL_1002	Drug_14	0.7369
CCL_1002	Drug_15	0.7340000000000001
CCL_1002	Drug_16	0.9483
CCL_1002	Drug_18	0.58
CCL_1002	Drug_19	0.9828
CCL_1002	Drug_20	0.959
CCL_1002	Drug_21	0.9379
CCL_1002	Drug_22	0.7657
CCL_1002	Drug_23	0.8194
CCL_1002	Drug_24	0.8993
CCL_1004	Drug_11	0.8194
CCL_1004	Drug_1	0.942
CCL_1004	Drug_2	0.4672
CCL_1004	Drug_3	0.9732
CCL_1004	Drug_4	0.5621
CCL_1004	Drug_5	0.5452
CCL_1004	Drug_6	0.9501
CCL_1004	Drug_7	1.0
CCL_1004	Drug_8	1.0
CCL_1004	Drug_9	0.284
CCL_1004	Drug_10	0.9956
CCL_1004	Drug_17	0.9839
CCL_1004	Drug_12	0.9534
CCL_1004	Drug_13	0.8594
CCL_1004	Drug_14	0.8129
CCL_1004	Drug_15	0.7863
CCL_1004	Drug_16	0.9889
CCL_1004	Drug_18	0.7393
CCL_1004	Drug_19	0.9835
CCL_1004	Drug_20	0.9875
CCL_1004	Drug_21	0.9817
CCL_1004	Drug_22	0.9812
CCL_1004	Drug_23	0.8029
CCL_1004	Drug_24	0.9825
CCL_1006	Drug_11	0.8752
CCL_1006	Drug_1	0.94
CCL_1006	Drug_2	0.4845
CCL_1006	Drug_3	0.8532
CCL_1006	Drug_4	0.6371
CCL_1006	Drug_5	0.6502
CCL_1006	Drug_6	0.9125
CCL_1006	Drug_7	0.8657
CCL_1006	Drug_8	0.929
CCL_1006	Drug_9	0.315
CCL_1006	Drug_10	1.0
CCL_1006	Drug_17	0.823
CCL_1006	Drug_12	0.838
CCL_1006	Drug_13	0.8115
CCL_1006	Drug_14	0.7689
CCL_1006	Drug_15	0.8
CCL_1006	Drug_16	0.8472
CCL_1006	Drug_18	0.5028
CCL_1006	Drug_19	0.8701
CCL_1006	Drug_20	0.8556
CCL_1006	Drug_21	0.9896
CCL_1006	Drug_22	0.9444
CCL_1006	Drug_23	0.8343
CCL_1006	Drug_24	0.8673
CCL_1013	Drug_11	0.7925
CCL_1013	Drug_1	0.8224
CCL_1013	Drug_2	0.4257
CCL_1013	Drug_3	0.8532
CCL_1013	Drug_5	0.653
CCL_1013	Drug_6	0.9329
CCL_1013	Drug_7	0.8413
CCL_1013	Drug_9	0.5488
CCL_1013	Drug_10	0.8624
CCL_1013	Drug_12	0.9305
CCL_1013	Drug_14	0.7658
CCL_1013	Drug_15	0.8748
CCL_1013	Drug_16	0.8068
CCL_1013	Drug_18	0.5665
CCL_1013	Drug_19	0.8834
CCL_1013	Drug_20	0.8185
CCL_1013	Drug_21	0.9399
CCL_1013	Drug_22	0.8057
CCL_1013	Drug_23	0.9406
CCL_1013	Drug_24	0.9675
CCL_1008	Drug_11	0.7118
CCL_1008	Drug_2	0.5423
CCL_1008	Drug_3	0.8542
CCL_1008	Drug_5	0.4404
CCL_1008	Drug_6	0.8219
CCL_1008	Drug_7	0.7234
CCL_1008	Drug_9	0.1333
CCL_1008	Drug_10	0.8776
CCL_1008	Drug_14	0.7379
CCL_1008	Drug_15	0.7301
CCL_1008	Drug_16	0.6762
CCL_1008	Drug_18	0.5839
CCL_1008	Drug_19	0.8755
CCL_1008	Drug_20	0.6636
CCL_1008	Drug_21	0.8218
CCL_1008	Drug_22	0.7091
CCL_1008	Drug_23	0.8084
CCL_1012	Drug_11	0.7424
CCL_1012	Drug_1	0.6619
CCL_1012	Drug_2	0.4564
CCL_1012	Drug_3	0.9454
CCL_1012	Drug_5	0.6038
CCL_1012	Drug_6	0.7771
CCL_1012	Drug_7	0.5835
CCL_1012	Drug_9	0.2816
CCL_1012	Drug_10	0.6526
CCL_1012	Drug_12	0.8032
CCL_1012	Drug_14	0.8735
CCL_1012	Drug_15	0.7162
CCL_1012	Drug_16	0.7169
CCL_1012	Drug_18	0.5487
CCL_1012	Drug_19	0.7293
CCL_1012	Drug_20	0.7441
CCL_1012	Drug_21	0.897
CCL_1012	Drug_22	0.7175
CCL_1012	Drug_23	0.9412
CCL_1012	Drug_24	0.7566
CCL_1016	Drug_11	0.9342
CCL_1016	Drug_1	0.8609
CCL_1016	Drug_2	0.5662
CCL_1016	Drug_3	0.9661
CCL_1016	Drug_5	0.5771
CCL_1016	Drug_6	0.8909
CCL_1016	Drug_7	0.8986
CCL_1016	Drug_9	0.4255
CCL_1016	Drug_10	0.9192
CCL_1016	Drug_12	0.9725
CCL_1016	Drug_14	0.8727
CCL_1016	Drug_15	0.8754
CCL_1016	Drug_16	0.9562
CCL_1016	Drug_18	0.6175
CCL_1016	Drug_19	0.91
CCL_1016	Drug_20	0.9213
CCL_1016	Drug_21	0.9581
CCL_1016	Drug_22	0.9368
CCL_1016	Drug_23	0.9721
CCL_1016	Drug_24	0.8649
CCL_1017	Drug_11	0.7946
CCL_1017	Drug_1	0.6785
CCL_1017	Drug_2	0.4188
CCL_1017	Drug_3	0.794
CCL_1017	Drug_4	0.4996
CCL_1017	Drug_5	0.5054
CCL_1017	Drug_6	0.853
CCL_1017	Drug_7	0.6358
CCL_1017	Drug_8	0.7833
CCL_1017	Drug_9	0.2915
CCL_1017	Drug_10	0.6784
CCL_1017	Drug_17	0.7340000000000001
CCL_1017	Drug_12	0.9835
CCL_1017	Drug_13	0.664
CCL_1017	Drug_14	0.6797
CCL_1017	Drug_15	0.7725
CCL_1017	Drug_16	0.7205
CCL_1017	Drug_18	0.4281
CCL_1017	Drug_19	0.8367
CCL_1017	Drug_20	0.5616
CCL_1017	Drug_21	0.7571
CCL_1017	Drug_22	0.6557
CCL_1017	Drug_23	0.7268
CCL_1017	Drug_24	0.8343
CCL_1020	Drug_11	0.8227
CCL_1020	Drug_1	0.8642
CCL_1020	Drug_2	0.5258
CCL_1020	Drug_3	0.8069
CCL_1020	Drug_4	0.5631
CCL_1020	Drug_5	0.5567
CCL_1020	Drug_6	0.9438
CCL_1020	Drug_7	0.8562
CCL_1020	Drug_8	0.9906
CCL_1020	Drug_9	0.3034
CCL_1020	Drug_10	0.9099
CCL_1020	Drug_17	0.8084
CCL_1020	Drug_12	0.9553
CCL_1020	Drug_13	0.8079
CCL_1020	Drug_14	0.7693
CCL_1020	Drug_15	0.8625
CCL_1020	Drug_16	0.8697
CCL_1020	Drug_18	0.5894
CCL_1020	Drug_19	0.9841
CCL_1020	Drug_20	0.7857
CCL_1020	Drug_21	0.9841
CCL_1020	Drug_22	0.7727
CCL_1020	Drug_23	0.9395
CCL_1020	Drug_24	0.8198
CCL_1021	Drug_11	0.8545
CCL_1021	Drug_1	0.8819
CCL_1021	Drug_2	0.5569
CCL_1021	Drug_3	1.0
CCL_1021	Drug_4	0.7182
CCL_1021	Drug_5	0.7482
CCL_1021	Drug_6	0.8805
CCL_1021	Drug_7	0.9529
CCL_1021	Drug_8	0.9113
CCL_1021	Drug_9	0.5715
CCL_1021	Drug_10	0.9674
CCL_1021	Drug_17	0.8851
CCL_1021	Drug_12	0.9185
CCL_1021	Drug_13	0.8959999999999999
CCL_1021	Drug_14	0.7498
CCL_1021	Drug_15	0.926
CCL_1021	Drug_16	0.9783
CCL_1021	Drug_18	0.7155
CCL_1021	Drug_19	0.9639
CCL_1021	Drug_20	0.9186
CCL_1021	Drug_21	0.9524
CCL_1021	Drug_22	0.9169
CCL_1021	Drug_23	0.952
CCL_1021	Drug_24	0.9602
CCL_1029	Drug_11	0.8536
CCL_1029	Drug_1	0.8859999999999999
CCL_1029	Drug_2	0.4898
CCL_1029	Drug_3	0.99
CCL_1029	Drug_5	0.5263
CCL_1029	Drug_6	0.9539
CCL_1029	Drug_7	0.8661
CCL_1029	Drug_8	0.8218
CCL_1029	Drug_9	0.6469
CCL_1029	Drug_10	0.9423
CCL_1029	Drug_17	0.946
CCL_1029	Drug_12	0.9255
CCL_1029	Drug_13	0.9537
CCL_1029	Drug_14	0.963
CCL_1029	Drug_15	0.9006
CCL_1029	Drug_16	0.9736
CCL_1029	Drug_18	0.7967
CCL_1029	Drug_19	0.8446
CCL_1029	Drug_20	0.9729
CCL_1029	Drug_21	0.9135
CCL_1029	Drug_22	0.9456
CCL_1029	Drug_23	0.9476
CCL_1029	Drug_24	1.0
CCL_1030	Drug_11	0.8562
CCL_1030	Drug_1	0.7888
CCL_1030	Drug_2	0.4795
CCL_1030	Drug_3	0.8059
CCL_1030	Drug_4	0.528
CCL_1030	Drug_5	0.5429999999999999
CCL_1030	Drug_6	0.9626
CCL_1030	Drug_7	0.8451
CCL_1030	Drug_8	0.8245
CCL_1030	Drug_9	0.3276
CCL_1030	Drug_10	0.9687
CCL_1030	Drug_17	0.8797
CCL_1030	Drug_12	0.8601
CCL_1030	Drug_13	0.7292
CCL_1030	Drug_14	0.7404
CCL_1030	Drug_15	0.7622
CCL_1030	Drug_16	0.8308
CCL_1030	Drug_18	0.6675
CCL_1030	Drug_19	0.9501
CCL_1030	Drug_20	0.8556
CCL_1030	Drug_21	0.8895
CCL_1030	Drug_22	0.8234
CCL_1030	Drug_23	0.8909
CCL_1030	Drug_24	0.9229
CCL_1031	Drug_11	0.8220000000000001
CCL_1031	Drug_1	0.8176
CCL_1031	Drug_2	0.4743
CCL_1031	Drug_3	0.8053
CCL_1031	Drug_4	0.5856
CCL_1031	Drug_5	0.5493
CCL_1031	Drug_6	0.8006
CCL_1031	Drug_7	0.8170000000000001
CCL_1031	Drug_8	0.8434
CCL_1031	Drug_9	0.3781
CCL_1031	Drug_10	0.8747
CCL_1031	Drug_17	0.955
CCL_1031	Drug_12	0.8332
CCL_1031	Drug_13	0.5785
CCL_1031	Drug_14	0.7634
CCL_1031	Drug_15	0.7412
CCL_1031	Drug_16	0.8361
CCL_1031	Drug_18	0.453
CCL_1031	Drug_19	0.8187
CCL_1031	Drug_20	0.816
CCL_1031	Drug_21	0.8572
CCL_1031	Drug_22	0.7633
CCL_1031	Drug_23	0.8329
CCL_1031	Drug_24	0.8194
CCL_1032	Drug_11	0.7509
CCL_1032	Drug_1	0.8204
CCL_1032	Drug_2	0.4455
CCL_1032	Drug_3	0.9216
CCL_1032	Drug_4	0.5679
CCL_1032	Drug_5	0.6011
CCL_1032	Drug_6	0.7088
CCL_1032	Drug_7	0.4691
CCL_1032	Drug_8	0.7934
CCL_1032	Drug_9	0.2502
CCL_1032	Drug_10	0.6497
CCL_1032	Drug_17	0.8095
CCL_1032	Drug_12	0.9145
CCL_1032	Drug_13	0.586
CCL_1032	Drug_14	0.6813
CCL_1032	Drug_15	0.7685
CCL_1032	Drug_16	0.8687
CCL_1032	Drug_18	0.5842
CCL_1032	Drug_19	0.9484
CCL_1032	Drug_20	0.9156
CCL_1032	Drug_21	0.9561
CCL_1032	Drug_22	0.8664
CCL_1032	Drug_23	0.8021
CCL_1032	Drug_24	0.8611
CCL_1041	Drug_11	0.7658
CCL_1041	Drug_1	0.7853
CCL_1041	Drug_2	0.4772
CCL_1041	Drug_3	0.8129
CCL_1041	Drug_4	0.5454
CCL_1041	Drug_5	0.5835
CCL_1041	Drug_6	0.7579
CCL_1041	Drug_7	0.7581
CCL_1041	Drug_8	0.8466
CCL_1041	Drug_9	0.4284
CCL_1041	Drug_10	0.8719
CCL_1041	Drug_17	0.9378
CCL_1041	Drug_12	0.8486
CCL_1041	Drug_13	0.7645
CCL_1041	Drug_14	0.7875
CCL_1041	Drug_15	0.7921
CCL_1041	Drug_16	0.85
CCL_1041	Drug_18	0.5873
CCL_1041	Drug_19	0.9416
CCL_1041	Drug_20	0.8446
CCL_1041	Drug_21	0.9951
CCL_1041	Drug_22	0.8059
CCL_1041	Drug_23	0.7809
CCL_1041	Drug_24	0.8501
CCL_1042	Drug_11	0.9052
CCL_1042	Drug_1	0.8971
CCL_1042	Drug_2	0.4702
CCL_1042	Drug_3	0.9695
CCL_1042	Drug_4	0.5646
CCL_1042	Drug_5	0.6138
CCL_1042	Drug_6	0.8908
CCL_1042	Drug_7	0.8901
CCL_1042	Drug_8	0.9213
CCL_1042	Drug_9	0.3923
CCL_1042	Drug_10	0.8886
CCL_1042	Drug_17	0.8486
CCL_1042	Drug_12	0.9578
CCL_1042	Drug_13	0.7965
CCL_1042	Drug_14	0.7741
CCL_1042	Drug_15	0.8416
CCL_1042	Drug_16	0.9672
CCL_1042	Drug_18	0.5463
CCL_1042	Drug_19	0.9638
